m,StockCode,revenue,cnt_cus,cnt_pro
2011-08-01,17012C,11.54,2,6
2011-08-01,17012D,63.78999999999999,3,58
2011-08-01,17012F,26.169999999999998,2,27
2011-08-01,17021,11.1,4,37
2011-08-01,17038,7.98,1,36
2011-08-01,17084N,27.51,3,103
2011-08-01,17084P,13.86,2,58
2011-08-01,17091J,71.62,7,183
2011-08-01,17107D,10.2,1,4
2011-08-01,17129F,78.11,2,95
2011-08-01,17136A,0.48,1,6
2011-08-01,18094C,14.76,0,6
2011-08-01,18097C,91.05,3,47
2011-08-01,18098C,11.8,1,4
2011-08-01,20615,38.629999999999995,3,47
2011-08-01,20616,9.39,1,9
2011-08-01,20617,14.7,2,7
2011-08-01,20618,27.380000000000003,2,12
2011-08-01,20619,15.54,0,8
2011-08-01,20622,21.0,2,10
2011-08-01,20652,35.0,3,28
2011-08-01,20654,18.71,3,14
2011-08-01,20655,33.31,2,16
2011-08-01,20657,4.92,0,2
2011-08-01,20658,76.66,6,41
2011-08-01,20659,16.09,2,9
2011-08-01,20661,17.22,0,7
2011-08-01,20664,9.84,0,4
2011-08-01,20665,126.08000000000001,6,-13
2011-08-01,20667,12.3,0,5
2011-08-01,20668,132.6,6,1166
2011-08-01,20669,53.39,6,34
2011-08-01,20670,7.38,0,3
2011-08-01,20674,123.51,6,93
2011-08-01,20675,271.77000000000004,14,209
2011-08-01,20676,581.5400000000001,19,479
2011-08-01,20677,484.13,18,394
2011-08-01,20679,1199.94,21,213
2011-08-01,20682,356.88,10,119
2011-08-01,20684,0.0,0,1
2011-08-01,20685,1237.0,37,144
2011-08-01,20686,159.38,9,48
2011-08-01,20694,0.0,0,-110
2011-08-01,20700,49.56,0,12
2011-08-01,20701,0.0,0,-24
2011-08-01,20702,12.75,3,3
2011-08-01,20704,34.75,3,5
2011-08-01,20705,6.95,1,1
2011-08-01,20707,27.42,1,25
2011-08-01,20711,669.56,21,247
2011-08-01,20712,2417.47,45,1001
2011-08-01,20713,3487.69,53,1718
2011-08-01,20717,240.97,21,186
2011-08-01,20718,591.36,32,422
2011-08-01,20719,1447.67,49,1303
2011-08-01,20723,1318.12,48,1138
2011-08-01,20724,2056.73,59,1859
2011-08-01,20725,4002.0099999999998,118,2146
2011-08-01,20726,2196.58,77,1149
2011-08-01,20727,2884.7999999999997,89,1516
2011-08-01,20728,2749.99,104,1537
2011-08-01,20733,92.12,2,124
2011-08-01,20748,38.25,1,3
2011-08-01,20749,932.8499999999999,30,127
2011-08-01,20750,1158.01,27,163
2011-08-01,20751,178.36,10,83
2011-08-01,20752,65.03,5,30
2011-08-01,20754,276.85,19,127
2011-08-01,20755,10.2,1,12
2011-08-01,20757,1.63,0,1
2011-08-01,20758,2.55,1,3
2011-08-01,20761,7.5,2,2
2011-08-01,20762,33.75,2,9
2011-08-01,20763,18.75,2,5
2011-08-01,20764,56.25,5,15
2011-08-01,20765,52.46,4,13
2011-08-01,20766,60.0,5,16
2011-08-01,20767,126.60000000000001,5,56
2011-08-01,20768,30.6,2,12
2011-08-01,20770,33.15,2,13
2011-08-01,20772,40.8,2,16
2011-08-01,20773,4.949999999999999,1,3
2011-08-01,20774,6.52,0,16
2011-08-01,20775,8.149999999999999,0,5
2011-08-01,20777,13.139999999999999,2,8
2011-08-01,20781,-5.49,1,-1
2011-08-01,20795,12.6,1,6
2011-08-01,20796,46.2,2,28
2011-08-01,20802,120.9,2,82
2011-08-01,20821,4.95,1,1
2011-08-01,20828,161.79999999999998,9,54
2011-08-01,20829,515.3000000000001,9,286
2011-08-01,20831,108.42,4,61
2011-08-01,20832,28.08,3,72
2011-08-01,20836,9.96,1,12
2011-08-01,20838,51.0,4,60
2011-08-01,20839,49.68,1,24
2011-08-01,20840,20.07,1,15
2011-08-01,20845,6.35,1,1
2011-08-01,20846,66.94,4,40
2011-08-01,20847,26.25,2,7
2011-08-01,20848,8.850000000000001,1,3
2011-08-01,20856,16.5,1,10
2011-08-01,20866,8.71,1,6
2011-08-01,20868,2.73,2,7
2011-08-01,20869,5.1899999999999995,2,8
2011-08-01,20886,46.8,3,24
2011-08-01,20897,134.96999999999997,1,53
2011-08-01,20902,22.869999999999997,1,5
2011-08-01,20903,74.96,1,16
2011-08-01,20914,1610.4,57,564
2011-08-01,20933,2.95,1,1
2011-08-01,20934,48.94,2,8
2011-08-01,20936,2.95,1,1
2011-08-01,20956,83.67,5,65
2011-08-01,20961,97.26,5,72
2011-08-01,20963,114.88,6,89
2011-08-01,20966,12.3,0,5
2011-08-01,20969,1265.0300000000002,16,364
2011-08-01,20970,228.71,12,60
2011-08-01,20971,1303.3000000000002,32,1173
2011-08-01,20972,1258.99,36,1087
2011-08-01,20974,400.35,11,759
2011-08-01,20977,504.11,20,415
2011-08-01,20978,162.1,12,120
2011-08-01,20979,414.23,22,346
2011-08-01,20980,3.75,2,3
2011-08-01,20981,147.54999999999998,20,169
2011-08-01,20982,151.37,11,167
2011-08-01,20983,197.48,21,236
2011-08-01,20984,166.05999999999997,30,568
2011-08-01,20985,135.88,5,121
2011-08-01,20986,22.259999999999998,1,12
2011-08-01,20992,230.95,18,589
2011-08-01,20996,72.39,15,381
2011-08-01,20997,73.46000000000001,2,16
2011-08-01,20998,52.71000000000001,4,21
2011-08-01,21000,42.5,2,10
2011-08-01,21001,26.11,1,5
2011-08-01,21003,52.67,1,9
2011-08-01,21012,207.9,5,93
2011-08-01,21014,21.15,3,23
2011-08-01,21015,14.0,3,16
2011-08-01,21025,6.21,1,4
2011-08-01,21026,21.17,2,15
2011-08-01,21027,3.75,1,3
2011-08-01,21028,1.25,1,1
2011-08-01,21030,12.5,1,10
2011-08-01,21033,574.13,12,-199
2011-08-01,21034,81.7,34,86
2011-08-01,21035,473.79,13,107
2011-08-01,21039,112.89,5,43
2011-08-01,21041,390.5,5,70
2011-08-01,21042,85.72,8,12
2011-08-01,21054,8.95,1,1
2011-08-01,21055,88.22999999999999,6,9
2011-08-01,21056,8.95,1,1
2011-08-01,21058,95.19999999999999,8,112
2011-08-01,21059,39.029999999999994,4,45
2011-08-01,21060,34.0,4,40
2011-08-01,21061,28.549999999999997,2,29
2011-08-01,21062,30.599999999999998,3,36
2011-08-01,21063,40.8,7,48
2011-08-01,21064,23.8,2,4
2011-08-01,21065,11.9,1,2
2011-08-01,21066,20.0,4,16
2011-08-01,21067,-24.380000000000003,1,-23
2011-08-01,21068,66.86,8,38
2011-08-01,21069,-18.019999999999982,1,-17
2011-08-01,21070,21.21,3,16
2011-08-01,21071,43.629999999999995,5,32
2011-08-01,21078,328.57,17,363
2011-08-01,21080,969.2099999999999,46,1017
2011-08-01,21084,29.71,5,89
2011-08-01,21086,410.03000000000003,17,471
2011-08-01,21088,51.39,8,193
2011-08-01,21089,4.37,2,23
2011-08-01,21090,71.6,4,108
2011-08-01,21094,595.5899999999999,19,666
2011-08-01,21096,60.9,6,102
2011-08-01,21098,191.32,8,164
2011-08-01,21106,5.79,0,1
2011-08-01,21107,17.37,0,3
2011-08-01,21108,139.55,5,50
2011-08-01,21109,13.5,1,2
2011-08-01,21114,143.75,12,115
2011-08-01,21115,135.0,9,20
2011-08-01,21116,406.98,10,65
2011-08-01,21121,565.73,21,440
2011-08-01,21122,832.58,21,705
2011-08-01,21123,217.47,10,177
2011-08-01,21124,752.78,19,646
2011-08-01,21125,36.25,3,29
2011-08-01,21126,55.0,5,44
2011-08-01,21128,40.260000000000005,2,5
2011-08-01,21129,26.36,1,3
2011-08-01,21131,25.29,2,5
2011-08-01,21135,346.45,16,205
2011-08-01,21136,322.79,21,191
2011-08-01,21137,1266.74,14,366
2011-08-01,21143,19.5,3,10
2011-08-01,21147,2.46,0,101
2011-08-01,21154,566.28,20,255
2011-08-01,21155,805.6700000000001,26,229
2011-08-01,21156,276.57,12,141
2011-08-01,21158,107.02999999999999,15,267
2011-08-01,21159,90.47999999999999,11,232
2011-08-01,21162,120.11999999999999,19,308
2011-08-01,21163,113.49,15,291
2011-08-01,21164,424.69000000000005,27,143
2011-08-01,21165,655.96,31,350
2011-08-01,21166,4.13,0,1
2011-08-01,21167,20.79,1,87
2011-08-01,21169,118.67,2,79
2011-08-01,21171,7.640000000000001,2,4
2011-08-01,21172,869.51,37,558
2011-08-01,21174,602.45,28,265
2011-08-01,21175,1149.99,38,445
2011-08-01,21179,231.94,29,452
2011-08-01,21181,2.1,1,1
2011-08-01,21187,6.58,0,-95
2011-08-01,21188,96.60000000000001,2,36
2011-08-01,21189,13.17,1,5
2011-08-01,21191,12.39,0,3
2011-08-01,21192,471.92,2,308
2011-08-01,21194,98.16,6,60
2011-08-01,21196,59.400000000000006,2,36
2011-08-01,21197,109.19999999999999,3,72
2011-08-01,21198,79.2,3,48
2011-08-01,21199,59.400000000000006,2,36
2011-08-01,21200,19.75,1,7
2011-08-01,21201,163.85,4,68
2011-08-01,21204,62.69,3,37
2011-08-01,21205,63.33,4,22
2011-08-01,21206,117.39,3,71
2011-08-01,21207,135.56,5,88
2011-08-01,21208,18.72,7,48
2011-08-01,21209,26.13,8,67
2011-08-01,21210,569.23,29,397
2011-08-01,21211,160.6,4,124
2011-08-01,21212,1598.99,62,3014
2011-08-01,21213,708.47,29,1422
2011-08-01,21215,75.69999999999999,6,130
2011-08-01,21216,1029.94,23,188
2011-08-01,21217,806.03,17,77
2011-08-01,21218,995.3499999999999,20,235
2011-08-01,21219,17.46,2,13
2011-08-01,21220,42.42,7,32
2011-08-01,21221,33.71,5,26
2011-08-01,21222,20.0,3,16
2011-08-01,21224,35.39,4,31
2011-08-01,21231,426.1,18,365
2011-08-01,21232,748.35,34,515
2011-08-01,21238,307.69,18,360
2011-08-01,21239,291.77,13,335
2011-08-01,21240,228.45,15,255
2011-08-01,21242,424.79,14,247
2011-08-01,21243,352.84,10,212
2011-08-01,21244,453.78999999999996,14,267
2011-08-01,21245,96.15,5,55
2011-08-01,21246,276.19,7,-29
2011-08-01,21248,74.33999999999999,8,50
2011-08-01,21249,456.34,12,170
2011-08-01,21250,2.95,1,1
2011-08-01,21251,70.80000000000001,4,24
2011-08-01,21253,20.32,1,4
2011-08-01,21257,253.29999999999998,6,-65
2011-08-01,21259,209.37,10,33
2011-08-01,21260,84.5,7,26
2011-08-01,21261,91.62,5,28
2011-08-01,21262,68.02000000000001,3,20
2011-08-01,21263,60.39,3,29
2011-08-01,21264,23.4,1,12
2011-08-01,21265,31.2,2,16
2011-08-01,21269,34.0,3,4
2011-08-01,21270,113.13,2,6
2011-08-01,21272,8.71,1,7
2011-08-01,21277,21.95,1,1
2011-08-01,21279,35.56,2,13
2011-08-01,21280,45.900000000000006,2,18
2011-08-01,21284,6.58,0,2
2011-08-01,21286,30.6,1,12
2011-08-01,21287,36.480000000000004,3,96
2011-08-01,21288,61.720000000000006,2,20
2011-08-01,21289,60.0,3,48
2011-08-01,21291,28.83,2,33
2011-08-01,21292,27.2,2,32
2011-08-01,21293,42.0,3,20
2011-08-01,21294,6.24,1,16
2011-08-01,21306,33.449999999999996,5,105
2011-08-01,21311,60.91,11,179
2011-08-01,21313,193.67,3,245
2011-08-01,21314,504.67,17,218
2011-08-01,21317,43.16,0,4
2011-08-01,21326,356.45,15,473
2011-08-01,21327,51.010000000000005,3,25
2011-08-01,21328,64.21,4,25
2011-08-01,21329,47.79,7,23
2011-08-01,21332,11.85,1,3
2011-08-01,21340,794.8,11,55
2011-08-01,21351,33.75,2,5
2011-08-01,21352,52.08,3,8
2011-08-01,21355,22.5,1,18
2011-08-01,21356,41.56,2,39
2011-08-01,21358,52.5,6,42
2011-08-01,21359,122.45,4,2
2011-08-01,21363,20.689999999999998,3,3
2011-08-01,21365,85.2,5,80
2011-08-01,21367,3.0,2,4
2011-08-01,21368,3.0,2,4
2011-08-01,21369,15.0,1,12
2011-08-01,21371,70.38,4,77
2011-08-01,21372,3.75,3,5
2011-08-01,21373,38.25,5,51
2011-08-01,21374,6.25,3,5
2011-08-01,21375,21.689999999999998,1,3
2011-08-01,21377,16.48,1,8
2011-08-01,21378,3.29,0,1
2011-08-01,21379,4.92,0,2
2011-08-01,21380,1175.49,20,435
2011-08-01,21381,147.33,10,81
2011-08-01,21382,81.0,2,108
2011-08-01,21383,1.9,1,2
2011-08-01,21385,115.61,7,125
2011-08-01,21386,4.5600000000000005,1,24
2011-08-01,21389,28.049999999999997,3,33
2011-08-01,21390,240.0,13,192
2011-08-01,21391,150.75,14,-167
2011-08-01,21394,228.92999999999998,15,587
2011-08-01,21395,182.91,11,469
2011-08-01,21400,15.899999999999999,5,115
2011-08-01,21401,13.62,4,101
2011-08-01,21402,15.959999999999999,6,128
2011-08-01,21403,22.2,8,175
2011-08-01,21407,97.33,8,21
2011-08-01,21408,88.83,5,19
2011-08-01,21411,168.53,11,33
2011-08-01,21415,58.660000000000004,3,26
2011-08-01,21417,37.589999999999996,2,15
2011-08-01,21418,20.26,1,7
2011-08-01,21420,13.0,1,4
2011-08-01,21422,27.709999999999997,0,17
2011-08-01,21424,142.94,2,26
2011-08-01,21425,19.16,1,4
2011-08-01,21426,7.0600000000000005,1,2
2011-08-01,21427,18.32,1,6
2011-08-01,21428,261.06,6,50
2011-08-01,21429,345.03,17,185
2011-08-01,21430,2404.12,19,636
2011-08-01,21439,58.51,5,41
2011-08-01,21441,1.7,1,2
2011-08-01,21442,1.63,0,1
2011-08-01,21446,23.47,2,12
2011-08-01,21447,166.46,5,108
2011-08-01,21448,23.1,2,14
2011-08-01,21452,222.21000000000004,15,74
2011-08-01,21454,6.64,0,8
2011-08-01,21455,11.64,1,14
2011-08-01,21456,2.46,0,1
2011-08-01,21458,2.46,0,1
2011-08-01,21462,26.79,1,3
2011-08-01,21463,154.70000000000002,8,26
2011-08-01,21464,34.0,5,8
2011-08-01,21465,75.0,4,20
2011-08-01,21466,60.0,3,16
2011-08-01,21467,191.25,9,51
2011-08-01,21469,37.46,3,9
2011-08-01,21470,56.25,4,15
2011-08-01,21471,321.47,8,91
2011-08-01,21473,59.849999999999994,1,3
2011-08-01,21476,29.9,1,2
2011-08-01,21479,998.22,9,279
2011-08-01,21481,1182.4,19,448
2011-08-01,21484,160.14000000000001,9,38
2011-08-01,21485,451.21000000000004,22,88
2011-08-01,21494,141.76,5,103
2011-08-01,21495,105.0,10,250
2011-08-01,21497,571.0,21,1550
2011-08-01,21498,256.5,19,625
2011-08-01,21499,212.5,18,525
2011-08-01,21500,267.0,23,650
2011-08-01,21503,10.5,1,25
2011-08-01,21504,56.160000000000004,7,144
2011-08-01,21506,94.81,14,215
2011-08-01,21507,70.5,13,162
2011-08-01,21508,108.11,11,277
2011-08-01,21509,121.68,17,300
2011-08-01,21519,165.09,19,399
2011-08-01,21520,16.78,3,38
2011-08-01,21523,1109.6100000000001,24,143
2011-08-01,21524,1162.56,34,156
2011-08-01,21528,111.2,6,16
2011-08-01,21530,30.54,3,26
2011-08-01,21531,248.85,18,105
2011-08-01,21533,545.1,24,122
2011-08-01,21534,154.95000000000002,7,33
2011-08-01,21535,492.3,22,210
2011-08-01,21537,25.5,2,6
2011-08-01,21539,582.45,18,127
2011-08-01,21544,235.12,11,320
2011-08-01,21555,4.92,0,2
2011-08-01,21556,84.87,4,28
2011-08-01,21557,222.16,2,48
2011-08-01,21558,459.61,20,181
2011-08-01,21559,712.53,29,291
2011-08-01,21561,558.04,15,251
2011-08-01,21562,15.0,1,12
2011-08-01,21563,35.29,2,11
2011-08-01,21564,38.13,2,11
2011-08-01,21576,65.25,6,29
2011-08-01,21577,77.42,7,32
2011-08-01,21578,275.88,11,119
2011-08-01,21579,13.5,2,6
2011-08-01,21580,18.92,2,6
2011-08-01,21581,16.67,3,5
2011-08-01,21584,260.7,8,158
2011-08-01,21586,76.5,6,30
2011-08-01,21588,107.10000000000001,5,42
2011-08-01,21591,10.0,6,8
2011-08-01,21592,108.75,9,87
2011-08-01,21609,140.10000000000002,5,54
2011-08-01,21613,5.9,1,2
2011-08-01,21615,22.5,1,6
2011-08-01,21616,11.25,1,3
2011-08-01,21617,18.75,2,5
2011-08-01,21618,3.75,1,1
2011-08-01,21619,22.5,1,6
2011-08-01,21620,41.25,3,11
2011-08-01,21621,1998.51,30,237
2011-08-01,21622,39.6,2,8
2011-08-01,21623,169.32999999999998,7,14
2011-08-01,21624,65.45,7,11
2011-08-01,21625,160.77,6,19
2011-08-01,21626,5.85,2,3
2011-08-01,21627,148.76999999999998,2,9
2011-08-01,21628,148.76999999999998,2,9
2011-08-01,21629,23.85,1,3
2011-08-01,21630,36.19,0,3
2011-08-01,21633,25.5,2,2
2011-08-01,21634,9.36,1,24
2011-08-01,21636,87.0,7,116
2011-08-01,21638,29.400000000000002,2,14
2011-08-01,21640,38.33,2,35
2011-08-01,21641,44.58,1,126
2011-08-01,21642,48.72,4,168
2011-08-01,21643,106.17,5,83
2011-08-01,21644,7.5,1,6
2011-08-01,21647,37.800000000000004,2,18
2011-08-01,21648,54.72,2,37
2011-08-01,21650,84.16999999999999,12,443
2011-08-01,21654,10.14,4,26
2011-08-01,21658,16.97,1,4
2011-08-01,21662,11.9,1,3
2011-08-01,21664,33.75,1,9
2011-08-01,21666,15.600000000000001,2,24
2011-08-01,21668,746.92,29,493
2011-08-01,21669,647.5,28,482
2011-08-01,21670,474.1,26,199
2011-08-01,21671,592.11,31,423
2011-08-01,21672,684.45,31,488
2011-08-01,21673,187.01,12,162
2011-08-01,21676,10.2,1,12
2011-08-01,21677,30.599999999999998,4,36
2011-08-01,21678,6.7299999999999995,1,7
2011-08-01,21679,31.599999999999998,2,28
2011-08-01,21680,42.22,4,46
2011-08-01,21682,29.700000000000003,3,6
2011-08-01,21683,99.97000000000001,5,31
2011-08-01,21684,105.8,2,115
2011-08-01,21686,79.9,2,2
2011-08-01,21688,23.490000000000002,1,7
2011-08-01,21689,7.5,1,2
2011-08-01,21693,38.13,1,11
2011-08-01,21695,94.29000000000002,4,31
2011-08-01,21696,35.400000000000006,2,12
2011-08-01,21698,13.79,3,29
2011-08-01,21700,228.71999999999997,6,198
2011-08-01,21703,205.5,14,503
2011-08-01,21704,228.75,12,302
2011-08-01,21705,136.98999999999998,9,87
2011-08-01,21706,198.06,10,39
2011-08-01,21707,69.3,5,14
2011-08-01,21708,143.55,6,29
2011-08-01,21709,64.35,4,13
2011-08-01,21710,108.9,5,22
2011-08-01,21711,69.3,4,14
2011-08-01,21713,68.03999999999999,1,15
2011-08-01,21714,449.55,2,143
2011-08-01,21715,230.71,8,81
2011-08-01,21716,310.38,8,116
2011-08-01,21718,272.44,8,156
2011-08-01,21719,20.4,2,24
2011-08-01,21721,4.25,1,5
2011-08-01,21722,5.1,1,6
2011-08-01,21723,1.63,0,1
2011-08-01,21724,20.4,4,24
2011-08-01,21725,10.629999999999999,1,7
2011-08-01,21726,0.85,1,1
2011-08-01,21730,54.45,4,11
2011-08-01,21731,3455.3199999999997,37,2212
2011-08-01,21733,584.0600000000001,28,198
2011-08-01,21735,167.7,6,-45
2011-08-01,21738,5.9,1,2
2011-08-01,21739,77.09,3,26
2011-08-01,21741,44.14000000000001,2,14
2011-08-01,21742,35.7,4,6
2011-08-01,21743,29.060000000000002,1,6
2011-08-01,21744,49.93000000000001,1,15
2011-08-01,21745,284.65,16,77
2011-08-01,21746,571.42,17,482
2011-08-01,21747,82.01,5,70
2011-08-01,21749,89.81,6,36
2011-08-01,21750,16.73,1,7
2011-08-01,21754,962.6700000000001,43,161
2011-08-01,21755,799.58,37,124
2011-08-01,21756,184.18,12,30
2011-08-01,21758,37.82,1,4
2011-08-01,21761,29.95,1,1
2011-08-01,21770,564.78,35,106
2011-08-01,21773,29.599999999999998,1,14
2011-08-01,21774,30.89,2,16
2011-08-01,21775,20.97,1,10
2011-08-01,21784,0.0,2,0
2011-08-01,21786,42.93,7,225
2011-08-01,21787,484.60999999999996,16,593
2011-08-01,21788,116.44999999999999,8,137
2011-08-01,21789,100.22999999999999,8,117
2011-08-01,21790,653.15,52,773
2011-08-01,21791,1223.17,34,1082
2011-08-01,21792,3.95,1,1
2011-08-01,21793,189.16,10,47
2011-08-01,21794,213.55,12,59
2011-08-01,21801,42.0,4,100
2011-08-01,21802,70.42,5,154
2011-08-01,21803,47.83,4,109
2011-08-01,21807,15.12,1,36
2011-08-01,21809,65.0,3,52
2011-08-01,21810,5.0,2,4
2011-08-01,21811,254.36,11,188
2011-08-01,21812,39.660000000000004,1,7
2011-08-01,21813,118.80000000000001,3,24
2011-08-01,21815,17.4,1,12
2011-08-01,21818,42.5,3,50
2011-08-01,21819,5.1,1,6
2011-08-01,21820,52.26,2,-202
2011-08-01,21821,97.5,3,26
2011-08-01,21823,76.85,3,53
2011-08-01,21824,34.8,1,24
2011-08-01,21828,2.5,2,2
2011-08-01,21829,117.6,11,550
2011-08-01,21830,111.71,10,265
2011-08-01,21832,97.31,7,55
2011-08-01,21833,295.68,5,192
2011-08-01,21841,4.25,1,1
2011-08-01,21843,1487.76,25,136
2011-08-01,21844,320.93,11,115
2011-08-01,21845,150.1,8,190
2011-08-01,21846,4.95,1,1
2011-08-01,21850,8.29,0,1
2011-08-01,21851,4.95,1,1
2011-08-01,21864,77.07000000000001,7,28
2011-08-01,21865,29.259999999999998,3,12
2011-08-01,21866,23.75,6,19
2011-08-01,21867,17.38,3,11
2011-08-01,21868,6.58,0,4
2011-08-01,21870,6.58,0,2
2011-08-01,21871,508.40999999999997,19,433
2011-08-01,21872,64.53999999999999,7,50
2011-08-01,21873,5.0,3,4
2011-08-01,21874,119.87,14,91
2011-08-01,21875,681.35,9,631
2011-08-01,21876,116.19,5,75
2011-08-01,21877,-577.94,21,-598
2011-08-01,21878,89.03999999999999,9,102
2011-08-01,21879,1.95,1,3
2011-08-01,21880,43.46,5,75
2011-08-01,21881,7.800000000000001,1,12
2011-08-01,21882,11.05,2,17
2011-08-01,21883,11.700000000000001,3,18
2011-08-01,21884,5.21,1,5
2011-08-01,21888,232.26,15,56
2011-08-01,21889,448.31,22,328
2011-08-01,21890,32.53,2,9
2011-08-01,21891,732.1,11,561
2011-08-01,21892,182.22,14,139
2011-08-01,21894,53.67,3,41
2011-08-01,21896,21.0,3,10
2011-08-01,21899,77.05,15,112
2011-08-01,21900,120.61,17,176
2011-08-01,21901,64.05,12,92
2011-08-01,21902,95.89,11,143
2011-08-01,21903,144.83,12,68
2011-08-01,21905,110.95,10,133
2011-08-01,21906,167.7,6,20
2011-08-01,21907,678.58,33,221
2011-08-01,21908,663.7800000000001,31,316
2011-08-01,21912,487.39,14,126
2011-08-01,21913,67.38,4,15
2011-08-01,21914,561.78,21,483
2011-08-01,21915,2161.4,35,1953
2011-08-01,21916,113.87,21,250
2011-08-01,21917,42.8,6,98
2011-08-01,21918,235.96,17,211
2011-08-01,21922,601.46,13,78
2011-08-01,21925,46.25,4,37
2011-08-01,21926,17.5,3,14
2011-08-01,21927,92.5,5,74
2011-08-01,21928,2368.31,45,1087
2011-08-01,21929,2140.64,58,1065
2011-08-01,21930,1123.54,33,506
2011-08-01,21931,3572.34,65,1643
2011-08-01,21932,551.24,34,311
2011-08-01,21933,461.93,28,250
2011-08-01,21934,190.68,9,108
2011-08-01,21935,347.40999999999997,11,163
2011-08-01,21936,1032.89,27,331
2011-08-01,21944,25.29,2,27
2011-08-01,21947,1.25,1,1
2011-08-01,21948,33.55,3,22
2011-08-01,21949,4.92,0,2
2011-08-01,21955,340.26,9,39
2011-08-01,21967,50.669999999999995,11,171
2011-08-01,21972,28.56,3,19
2011-08-01,21973,23.2,3,16
2011-08-01,21974,254.49999999999997,16,153
2011-08-01,21975,718.9499999999999,38,1523
2011-08-01,21976,335.41999999999996,20,680
2011-08-01,21977,1030.85,44,2259
2011-08-01,21980,57.21999999999999,13,188
2011-08-01,21981,99.01999999999998,17,334
2011-08-01,21982,113.18999999999998,22,381
2011-08-01,21983,51.32999999999999,11,177
2011-08-01,21984,67.77999999999999,15,230
2011-08-01,21985,246.42,29,802
2011-08-01,21986,152.38,17,478
2011-08-01,21987,84.85000000000001,11,123
2011-08-01,21988,120.92,9,134
2011-08-01,21989,172.07,13,185
2011-08-01,21990,110.41,8,68
2011-08-01,21991,108.43,13,79
2011-08-01,21992,231.06,21,150
2011-08-01,21993,232.03,15,144
2011-08-01,22016,83.33,0,1
2011-08-01,22023,47.85,7,111
2011-08-01,22024,47.02,9,110
2011-08-01,22025,38.6,7,88
2011-08-01,22026,72.94,10,182
2011-08-01,22027,94.76,14,232
2011-08-01,22028,126.66,20,306
2011-08-01,22029,212.06,26,526
2011-08-01,22030,285.34,23,746
2011-08-01,22031,15.120000000000001,3,36
2011-08-01,22032,20.16,4,48
2011-08-01,22035,50.339999999999996,7,114
2011-08-01,22037,89.72,13,220
2011-08-01,22039,10.5,1,25
2011-08-01,22040,63.0,5,150
2011-08-01,22041,633.2,8,221
2011-08-01,22042,0.0,0,-197
2011-08-01,22043,21.0,3,50
2011-08-01,22044,25.2,3,-180
2011-08-01,22045,115.5,10,275
2011-08-01,22046,84.0,7,200
2011-08-01,22047,141.5,8,375
2011-08-01,22050,42.0,3,100
2011-08-01,22051,21.0,2,50
2011-08-01,22053,2.5,1,2
2011-08-01,22055,52.71,3,23
2011-08-01,22057,12.54,1,6
2011-08-01,22059,70.03,6,47
2011-08-01,22061,-15.55,4,-2
2011-08-01,22062,16.48,3,12
2011-08-01,22063,129.82,8,46
2011-08-01,22064,69.26,7,38
2011-08-01,22065,53.76,5,32
2011-08-01,22066,24.57,4,63
2011-08-01,22067,103.93,5,65
2011-08-01,22068,11.55,0,3
2011-08-01,22069,15.690000000000001,1,5
2011-08-01,22070,296.01,7,87
2011-08-01,22071,33.71,2,8
2011-08-01,22072,97.5,5,26
2011-08-01,22074,67.75,3,42
2011-08-01,22075,206.85,8,137
2011-08-01,22076,134.15,8,83
2011-08-01,22077,1436.97,63,845
2011-08-01,22078,479.6,17,233
2011-08-01,22079,170.57,11,96
2011-08-01,22080,454.46999999999997,19,287
2011-08-01,22081,82.47,7,47
2011-08-01,22082,302.71999999999997,21,176
2011-08-01,22083,935.3500000000001,32,297
2011-08-01,22084,17.700000000000003,5,12
2011-08-01,22085,190.5,6,70
2011-08-01,22086,1028.94,25,370
2011-08-01,22089,283.09000000000003,11,83
2011-08-01,22090,2080.29,45,667
2011-08-01,22091,123.24,16,316
2011-08-01,22092,31.2,6,80
2011-08-01,22093,78.11999999999999,18,195
2011-08-01,22094,133.07999999999998,16,320
2011-08-01,22095,23.19,4,33
2011-08-01,22096,41.82,7,86
2011-08-01,22097,87.75,21,225
2011-08-01,22098,70.67999999999999,9,160
2011-08-01,22099,111.50999999999999,20,270
2011-08-01,22100,85.41,5,219
2011-08-01,22101,133.32000000000002,2,64
2011-08-01,22103,127.41,2,45
2011-08-01,22104,6.52,0,4
2011-08-01,22105,12.39,0,3
2011-08-01,22106,71.4,2,12
2011-08-01,22107,43.58,2,11
2011-08-01,22108,15.0,1,4
2011-08-01,22109,252.03,4,45
2011-08-01,22110,179.72,5,57
2011-08-01,22111,714.3,33,145
2011-08-01,22112,1314.32,24,253
2011-08-01,22113,551.23,20,148
2011-08-01,22114,368.94,12,82
2011-08-01,22115,160.63,18,197
2011-08-01,22116,81.57000000000001,9,99
2011-08-01,22117,796.5500000000001,2,249
2011-08-01,22118,9.9,2,2
2011-08-01,22119,166.54999999999998,7,25
2011-08-01,22120,271.15,10,29
2011-08-01,22121,184.08,6,32
2011-08-01,22123,62.86,5,30
2011-08-01,22124,34.32,1,12
2011-08-01,22128,30.0,1,24
2011-08-01,22129,45.0,2,34
2011-08-01,22130,174.23000000000002,6,227
2011-08-01,22131,399.8,14,216
2011-08-01,22132,24.729999999999997,2,19
2011-08-01,22133,9.78,0,6
2011-08-01,22134,19.54,2,27
2011-08-01,22135,15.39,2,22
