d,StockCode,revenue,cnt_cus,cnt_pro,cnt_trans
2011-07-22,21391,10.629999999999999,1,13,2
2011-07-22,21394,2.34,1,6,1
2011-07-22,21400,2.88,1,24,1
2011-07-22,21401,2.88,1,24,1
2011-07-22,21428,8.29,0,1,1
2011-07-22,21430,14.92,0,2,1
2011-07-22,21439,2.5,0,2,1
2011-07-22,21445,1.25,1,1,1
2011-07-22,21446,2.5,1,2,1
2011-07-22,21447,3.75,1,3,1
2011-07-22,21448,3.3,1,2,1
2011-07-22,21452,10.86,1,3,2
2011-07-22,21454,3.32,0,4,1
2011-07-22,21455,0.83,0,1,1
2011-07-22,21462,13.5,1,2,1
2011-07-22,21464,8.5,1,2,1
2011-07-22,21469,3.29,0,1,1
2011-07-22,21470,9.87,0,3,1
2011-07-22,21476,14.95,1,1,1
2011-07-22,21481,17.700000000000003,1,6,1
2011-07-22,21485,9.92,0,2,1
2011-07-22,21494,6.52,0,4,1
2011-07-22,21495,31.5,2,75,2
2011-07-22,21497,21.0,2,50,2
2011-07-22,21498,10.5,1,25,1
2011-07-22,21499,21.0,2,50,2
2011-07-22,21500,10.5,1,25,1
2011-07-22,21506,0.83,0,1,1
2011-07-22,21509,0.83,0,1,1
2011-07-22,21519,10.08,2,24,2
2011-07-22,21523,15.79,0,1,1
2011-07-22,21528,5.79,0,1,1
2011-07-22,21531,7.51,1,2,2
2011-07-22,21533,14.85,1,3,1
2011-07-22,21534,4.13,0,1,1
2011-07-22,21535,15.3,3,6,3
2011-07-22,21539,4.95,1,1,1
2011-07-22,21555,2.46,0,1,1
2011-07-22,21556,5.1,1,2,1
2011-07-22,21557,2.46,0,1,1
2011-07-22,21558,17.85,2,7,2
2011-07-22,21559,25.5,2,10,4
2011-07-22,21561,2.55,0,1,1
2011-07-22,21576,1.63,0,1,1
2011-07-22,21577,1.63,0,1,1
2011-07-22,21578,18.39,1,9,2
2011-07-22,21617,2.46,0,1,1
2011-07-22,21618,2.46,0,1,1
2011-07-22,21621,34.0,1,4,1
2011-07-22,21623,19.9,1,2,1
2011-07-22,21625,4.13,0,1,1
2011-07-22,21638,25.200000000000003,1,12,1
2011-07-22,21670,6.58,0,2,1
2011-07-22,21671,3.29,0,1,1
2011-07-22,21673,15.0,1,12,1
2011-07-22,21679,10.2,1,12,1
2011-07-22,21680,10.2,1,12,1
2011-07-22,21703,5.87,1,13,2
2011-07-22,21706,6.58,0,2,1
2011-07-22,21707,3.29,0,1,1
2011-07-22,21708,3.29,0,1,1
2011-07-22,21710,6.58,0,2,1
2011-07-22,21714,3.29,0,1,1
2011-07-22,21715,27.779999999999998,1,11,2
2011-07-22,21716,27.779999999999998,1,11,2
2011-07-22,21718,2.46,0,1,1
2011-07-22,21724,1.58,0,2,1
2011-07-22,21731,6.58,0,2,1
2011-07-22,21733,35.400000000000006,1,12,1
2011-07-22,21742,11.9,1,2,1
2011-07-22,21754,17.85,1,3,1
2011-07-22,21775,2.46,0,1,1
2011-07-22,21788,21.979999999999997,1,26,2
2011-07-22,21789,21.979999999999997,1,26,2
2011-07-22,21790,23.659999999999997,2,26,3
2011-07-22,21791,1.25,1,1,1
2011-07-22,21801,0.84,0,2,1
2011-07-22,21802,0.42,0,1,1
2011-07-22,21803,0.42,0,1,1
2011-07-22,21809,2.46,0,1,1
2011-07-22,21829,15.54,2,73,3
2011-07-22,21830,5.04,0,12,1
2011-07-22,21843,32.849999999999994,2,3,2
2011-07-22,21844,5.9,1,2,1
2011-07-22,21850,2.46,0,1,1
2011-07-22,21865,0.83,0,1,1
2011-07-22,21866,0.83,0,1,1
2011-07-22,21878,22.029999999999998,1,25,2
2011-07-22,21880,2.1,0,5,1
2011-07-22,21888,45.0,1,12,1
2011-07-22,21889,2.46,0,1,1
2011-07-22,21892,3.71,0,2,2
2011-07-22,21899,0.65,1,1,1
2011-07-22,21900,0.65,1,1,1
2011-07-22,21903,2.1,1,1,1
2011-07-22,21905,9.48,1,12,1
2011-07-22,21912,67.38,1,15,3
2011-07-22,21913,6.58,0,2,1
2011-07-22,21914,60.0,2,48,2
2011-07-22,21915,2.46,0,1,1
2011-07-22,21917,10.91,1,25,2
2011-07-22,21918,10.91,1,25,2
2011-07-22,21922,47.7,1,6,1
2011-07-22,21928,54.08,2,26,3
2011-07-22,21929,52.0,2,25,3
2011-07-22,21930,12.39,0,3,1
2011-07-22,21931,29.12,1,14,2
2011-07-22,21932,23.91,2,14,3
2011-07-22,21933,4.949999999999999,1,3,1
2011-07-22,21934,13.1,0,6,2
2011-07-22,21935,11.41,0,7,1
2011-07-22,21936,14.75,1,5,1
2011-07-22,21942,0.83,0,1,1
2011-07-22,21943,1.66,0,2,1
2011-07-22,21944,0.83,0,1,1
2011-07-22,21946,0.83,0,1,1
2011-07-22,21955,15.9,1,2,1
2011-07-22,21967,6.959999999999999,1,24,1
2011-07-22,21972,7.5,0,6,1
2011-07-22,21974,17.4,1,12,1
2011-07-22,21975,14.85,2,27,2
2011-07-22,21976,1.1,1,2,1
2011-07-22,21977,1.65,1,3,1
2011-07-22,21980,10.439999999999998,2,36,2
2011-07-22,21981,6.959999999999999,1,24,1
2011-07-22,21982,6.959999999999999,1,24,1
2011-07-22,21983,6.959999999999999,1,24,1
2011-07-22,21984,6.959999999999999,1,24,1
2011-07-22,21985,10.439999999999998,2,36,2
2011-07-22,21986,10.439999999999998,2,36,2
2011-07-22,21990,7.38,0,3,1
2011-07-22,21991,2.46,0,1,1
2011-07-22,21992,34.92,2,26,3
2011-07-22,21993,4.92,0,2,1
2011-07-22,22023,15.12,1,36,1
2011-07-22,22024,15.95,2,37,3
2011-07-22,22026,15.95,1,37,2
2011-07-22,22027,0.83,0,1,1
2011-07-22,22029,4.15,0,5,1
2011-07-22,22030,5.87,1,13,2
2011-07-22,22031,10.92,1,26,2
2011-07-22,22037,4.98,0,6,1
2011-07-22,22041,80.2,1,22,3
2011-07-22,22043,15.12,1,36,1
2011-07-22,22045,10.5,1,25,1
2011-07-22,22049,10.5,1,25,1
2011-07-22,22064,3.29,0,1,1
2011-07-22,22066,2.34,1,6,1
2011-07-22,22067,3.29,0,1,1
2011-07-22,22068,4.13,0,1,1
2011-07-22,22070,3.75,1,1,1
2011-07-22,22071,3.75,1,1,1
2011-07-22,22072,15.0,1,4,1
2011-07-22,22077,4.949999999999999,1,3,1
2011-07-22,22082,16.5,1,10,1
2011-07-22,22090,41.190000000000005,1,13,2
2011-07-22,22091,14.04,1,36,1
2011-07-22,22101,14.76,0,6,1
2011-07-22,22110,7.46,0,1,1
2011-07-22,22112,12.46,0,1,1
2011-07-22,22116,1.63,0,1,1
2011-07-22,22131,3.9,1,2,1
2011-07-22,22132,1.63,0,1,1
2011-07-22,22135,0.83,0,1,1
2011-07-22,22138,60.29,4,11,5
2011-07-22,22139,14.85,1,3,1
2011-07-22,22147,34.8,2,24,2
2011-07-22,22149,12.6,1,6,1
2011-07-22,22151,10.08,1,24,1
2011-07-22,22156,6.8,1,8,1
2011-07-22,22161,3.92,1,8,2
2011-07-22,22169,34.0,1,4,1
2011-07-22,22171,34.0,1,4,1
2011-07-22,22173,5.9,1,2,1
2011-07-22,22174,4.13,0,1,1
2011-07-22,22175,2.95,1,1,1
2011-07-22,22176,5.9,1,2,1
2011-07-22,22178,12.42,1,8,2
2011-07-22,22179,5.79,0,1,1
2011-07-22,22182,41.3,0,10,1
2011-07-22,22189,11.85,1,3,1
2011-07-22,22192,34.0,1,4,1
2011-07-22,22196,1.63,0,1,1
2011-07-22,22197,72.0,1,100,1
2011-07-22,22199,8.26,0,2,1
2011-07-22,22201,8.26,0,2,1
2011-07-22,22203,3.29,0,1,1
2011-07-22,22204,6.58,0,2,1
2011-07-22,22208,4.1499999999999995,1,5,2
2011-07-22,22209,3.3200000000000003,1,4,2
2011-07-22,22210,1.66,1,2,2
2011-07-22,22211,4.1499999999999995,1,5,2
2011-07-22,22212,12.6,1,6,1
2011-07-22,22219,10.059999999999999,2,10,3
2011-07-22,22227,13.65,3,21,3
2011-07-22,22228,17.43,0,21,1
2011-07-22,22229,1.22,1,2,2
2011-07-22,22230,4.98,0,6,1
2011-07-22,22231,9.34,1,8,2
2011-07-22,22232,1.25,0,1,1
2011-07-22,22233,3.75,0,3,1
2011-07-22,22246,1.63,0,1,1
2011-07-22,22247,0.83,0,1,1
2011-07-22,22248,3.32,0,4,1
2011-07-22,22249,0.83,0,1,1
2011-07-22,22250,17.43,0,21,1
2011-07-22,22251,10.79,0,13,1
2011-07-22,22268,12.6,0,20,1
2011-07-22,22269,2.49,0,3,1
2011-07-22,22271,20.650000000000002,1,7,2
2011-07-22,22273,20.650000000000002,1,7,2
2011-07-22,22274,20.650000000000002,1,7,2
2011-07-22,22277,4.89,0,3,1
2011-07-22,22278,8.26,0,2,1
2011-07-22,22279,4.15,0,5,1
2011-07-22,22280,3.32,0,4,1
2011-07-22,22283,15.9,1,2,1
2011-07-22,22286,43.75,0,35,1
2011-07-22,22287,13.75,0,11,1
2011-07-22,22289,12.5,0,10,1
2011-07-22,22291,15.0,0,12,1
2011-07-22,22292,15.0,0,12,1
2011-07-22,22293,13.75,0,11,1
2011-07-22,22294,25.0,1,20,1
2011-07-22,22295,19.8,1,12,1
2011-07-22,22302,4.96,0,1,1
2011-07-22,22315,1.25,0,1,1
2011-07-22,22318,5.79,0,1,1
2011-07-22,22320,17.85,1,3,1
2011-07-22,22322,1.66,0,2,1
2011-07-22,22325,14.85,1,3,1
2011-07-22,22326,41.300000000000004,3,14,3
2011-07-22,22327,17.700000000000003,1,6,1
2011-07-22,22328,75.52,1,24,2
2011-07-22,22329,13.04,0,8,1
2011-07-22,22331,3.29,0,1,1
2011-07-22,22342,3.26,0,2,1
2011-07-22,22348,2.55,1,3,1
2011-07-22,22349,22.5,1,6,1
2011-07-22,22350,15.3,1,6,1
2011-07-22,22352,27.49,1,7,2
2011-07-22,22355,125.28,2,66,4
2011-07-22,22356,40.339999999999996,1,21,3
2011-07-22,22358,17.22,0,7,1
2011-07-22,22367,7.8,1,4,2
2011-07-22,22376,4.13,0,1,1
2011-07-22,22377,3.26,0,2,1
2011-07-22,22378,3.26,0,2,1
2011-07-22,22380,8.26,0,2,1
2011-07-22,22381,8.26,0,2,1
2011-07-22,22382,72.64,3,36,4
2011-07-22,22383,92.44,4,48,6
2011-07-22,22384,42.09,1,22,3
2011-07-22,22386,52.0,2,25,3
2011-07-22,22398,4.68,1,12,1
2011-07-22,22400,-0.39,1,-1,1
2011-07-22,22402,4.68,1,12,1
2011-07-22,22411,41.6,2,20,2
2011-07-22,22413,17.700000000000003,1,6,1
2011-07-22,22417,19.439999999999998,1,27,2
2011-07-22,22419,2.49,0,3,1
2011-07-22,22420,5.04,1,12,1
2011-07-22,22421,10.91,1,25,2
2011-07-22,22423,1027.95,5,86,6
2011-07-22,22424,100.35,2,9,2
2011-07-22,22425,44.55,1,9,1
2011-07-22,22426,7.46,0,1,1
2011-07-22,22427,47.330000000000005,1,7,2
2011-07-22,22432,11.7,1,6,1
2011-07-22,22433,11.7,1,6,1
2011-07-22,22436,1.3,0,2,1
2011-07-22,22439,16.9,1,26,2
2011-07-22,22440,0.84,0,2,1
2011-07-22,22449,2.46,0,1,1
2011-07-22,22456,10.6,2,2,2
2011-07-22,22457,23.490000000000002,1,7,2
2011-07-22,22464,19.8,1,12,1
2011-07-22,22465,19.8,1,12,1
2011-07-22,22467,66.16,2,25,3
2011-07-22,22468,40.5,1,6,1
2011-07-22,22469,42.87,2,23,3
2011-07-22,22470,5.79,0,1,1
2011-07-22,22475,4.95,1,1,1
2011-07-22,22476,9.92,0,2,1
2011-07-22,22481,4.15,0,5,1
2011-07-22,22485,25.5,1,2,1
2011-07-22,22487,19.96,0,1,1
2011-07-22,22489,0.83,0,1,1
2011-07-22,22498,14.88,0,3,1
2011-07-22,22499,29.76,0,6,1
2011-07-22,22502,10.79,0,1,1
2011-07-22,22503,16.63,0,1,1
2011-07-22,22504,49.89,0,3,1
2011-07-22,22505,23.16,0,4,1
2011-07-22,22507,44.550000000000004,2,9,2
2011-07-22,22538,0.84,1,2,2
2011-07-22,22539,0.84,1,2,2
2011-07-22,22540,0.42,1,1,1
2011-07-22,22541,0.84,1,2,2
2011-07-22,22543,0.84,1,2,2
2011-07-22,22544,0.84,1,2,2
2011-07-22,22545,0.42,1,1,1
2011-07-22,22546,0.84,1,2,2
2011-07-22,22547,0.42,1,1,1
2011-07-22,22548,3.71,1,2,2
2011-07-22,22549,8.83,1,4,2
2011-07-22,22550,45.0,1,12,1
2011-07-22,22551,39.6,2,24,2
2011-07-22,22554,39.6,2,24,2
2011-07-22,22556,19.8,1,12,1
2011-07-22,22558,42.9,2,26,2
2011-07-22,22559,4.16,0,4,2
2011-07-22,22560,30.0,1,24,1
2011-07-22,22561,19.8,1,12,1
2011-07-22,22566,10.2,1,12,1
2011-07-22,22567,4.35,1,3,1
2011-07-22,22568,126.36,4,36,4
2011-07-22,22569,100.11,2,29,3
2011-07-22,22570,33.75,2,9,3
2011-07-22,22583,12.75,1,5,1
2011-07-22,22584,12.75,1,5,1
2011-07-22,22585,2.46,0,1,1
2011-07-22,22588,11.56,1,4,1
2011-07-22,22596,4.92,0,2,1
2011-07-22,22597,10.2,1,12,1
2011-07-22,22607,19.9,1,2,1
2011-07-22,22609,1.26,0,3,1
2011-07-22,22610,7.68,1,38,2
2011-07-22,22613,1.63,0,1,1
2011-07-22,22615,0.83,0,1,1
2011-07-22,22616,3.4799999999999995,1,12,1
2011-07-22,22617,19.8,2,4,2
2011-07-22,22620,41.61,2,28,4
2011-07-22,22621,6.58,0,2,1
2011-07-22,22622,23.9,1,2,1
2011-07-22,22624,8.5,1,1,1
2011-07-22,22625,17.0,1,2,1
2011-07-22,22628,20.65,0,5,1
2011-07-22,22629,164.1,5,94,5
2011-07-22,22630,29.25,2,15,2
2011-07-22,22631,33.269999999999996,1,15,2
2011-07-22,22634,9.95,1,1,1
2011-07-22,22635,29.849999999999998,2,3,2
2011-07-22,22636,17.0,1,2,1
2011-07-22,22644,4.13,0,1,1
2011-07-22,22646,12.39,0,3,1
2011-07-22,22649,4.95,1,1,1
2011-07-22,22650,17.4,1,12,1
2011-07-22,22651,1.58,0,2,1
2011-07-22,22653,9.78,0,6,1
2011-07-22,22659,115.35,2,69,2
2011-07-22,22661,10.2,1,12,1
2011-07-22,22662,19.8,2,12,2
2011-07-22,22663,41.06,1,17,2
2011-07-22,22665,9.58,1,2,2
2011-07-22,22666,125.31,2,37,3
2011-07-22,22667,8.850000000000001,1,3,2
2011-07-22,22680,12.5,1,10,1
2011-07-22,22690,12.46,0,1,1
2011-07-22,22692,15.9,1,2,1
2011-07-22,22699,17.700000000000003,1,6,1
2011-07-22,22703,3.26,0,2,1
2011-07-22,22707,10.5,1,25,1
2011-07-22,22712,0.83,0,1,1
2011-07-22,22717,16.78,2,38,3
2011-07-22,22720,114.74000000000001,5,22,6
2011-07-22,22721,25.599999999999998,1,6,2
2011-07-22,22723,26.32,0,8,1
2011-07-22,22725,8.29,0,1,1
2011-07-22,22726,63.16,1,12,2
2011-07-22,22727,62.33,1,12,3
2011-07-22,22728,7.46,0,1,1
2011-07-22,22729,30.0,1,8,1
2011-07-22,22730,15.0,1,4,1
2011-07-22,22741,83.22999999999999,2,97,3
2011-07-22,22745,3.29,0,1,1
2011-07-22,22752,258.21,1,33,2
2011-07-22,22753,11.829999999999998,1,13,2
2011-07-22,22759,3.29,0,1,1
2011-07-22,22766,8.850000000000001,1,3,2
2011-07-22,22767,29.849999999999998,2,3,2
2011-07-22,22768,9.95,1,1,1
2011-07-22,22770,14.95,1,1,1
2011-07-22,22772,12.3,0,5,1
2011-07-22,22775,24.6,0,10,1
2011-07-22,22776,39.8,2,4,2
2011-07-22,22777,0.0,0,-14,1
2011-07-22,22778,8.29,0,1,1
2011-07-22,22784,51.0,1,12,1
2011-07-22,22785,7.46,0,1,1
2011-07-22,22789,15.6,1,8,1
2011-07-22,22791,91.32000000000001,2,84,2
2011-07-22,22792,1.63,0,1,1
2011-07-22,22795,6.75,1,1,1
2011-07-22,22798,28.95,0,5,1
2011-07-22,22800,37.3,0,5,1
2011-07-22,22804,44.25000000000001,2,15,2
2011-07-22,22807,4.92,0,2,1
2011-07-22,22811,27.06,0,11,1
2011-07-22,22814,2.94,0,7,1
2011-07-22,22815,3.78,0,9,1
2011-07-22,22817,4.62,0,11,1
2011-07-22,22819,4.2,0,10,1
2011-07-22,22820,3.78,0,9,1
2011-07-22,22821,3.78,0,9,1
2011-07-22,22838,14.95,1,1,1
2011-07-22,22847,16.34,1,0,2
2011-07-22,22854,9.9,1,2,1
2011-07-22,22870,4.13,0,1,1
2011-07-22,22878,4.13,0,1,1
2011-07-22,22888,4.13,0,1,1
2011-07-22,22890,9.95,0,1,1
2011-07-22,22896,4.96,0,1,1
2011-07-22,22898,3.9,1,2,1
2011-07-22,22899,2.1,1,1,1
2011-07-22,22900,3.25,0,1,1
2011-07-22,22904,17.700000000000003,1,6,1
2011-07-22,22906,23.09,2,13,3
2011-07-22,22907,8.43,1,9,2
2011-07-22,22908,0.85,1,1,1
2011-07-22,22909,4.89,0,3,1
2011-07-22,22924,10.8,0,6,1
2011-07-22,22930,5.1,1,2,2
2011-07-22,22931,2.55,0,1,1
2011-07-22,22938,46.8,1,24,1
2011-07-22,22943,10.79,0,1,1
2011-07-22,22950,17.4,1,12,1
2011-07-22,22956,4.2,1,2,1
2011-07-22,22960,295.5,2,78,2
2011-07-22,22961,41.379999999999995,2,26,3
2011-07-22,22962,44.760000000000005,2,60,2
2011-07-22,22963,34.56,1,48,1
2011-07-22,22965,4.13,0,1,1
2011-07-22,22983,5.87,1,13,2
2011-07-22,22989,19.5,1,6,1
2011-07-22,22991,1.95,1,1,1
2011-07-22,22992,3.9,1,2,1
2011-07-22,22993,157.55999999999997,1,146,2
2011-07-22,22996,10.08,1,24,1
2011-07-22,22997,10.08,1,24,1
2011-07-22,22998,20.990000000000002,2,49,3
2011-07-22,23000,10.08,1,24,1
2011-07-22,23005,0.83,0,1,1
2011-07-22,23012,57.2,2,16,2
2011-07-22,23013,41.400000000000006,1,12,1
2011-07-22,23014,57.2,2,16,2
2011-07-22,23028,9.9,1,6,1
2011-07-22,23032,9.9,1,6,1
2011-07-22,23035,3.29,0,1,1
2011-07-22,23052,33.129999999999995,1,3,2
2011-07-22,23067,16.6,1,4,1
2011-07-22,23068,9.96,1,4,1
2011-07-22,23076,30.0,1,24,1
2011-07-22,23077,50.0,1,40,1
2011-07-22,23078,2.46,0,1,1
2011-07-22,23082,3.75,1,1,1
2011-07-22,23084,0.0,0,24,1
2011-07-22,23089,46.06,0,14,1
2011-07-22,23092,-15.8,1,-2,1
2011-07-22,23099,13.3,1,2,1
2011-07-22,23110,34.5,2,6,2
2011-07-22,23119,2.5,0,2,1
2011-07-22,23120,10.08,1,24,1
2011-07-22,23121,2.52,1,6,1
2011-07-22,23122,11.63,1,13,2
2011-07-22,23123,1.66,1,2,1
2011-07-22,23124,12.5,1,10,1
2011-07-22,23125,12.5,1,10,1
2011-07-22,23132,28.75,2,5,2
2011-07-22,23133,97.65,4,13,4
2011-07-22,23134,56.4,1,8,1
2011-07-22,23144,32.599999999999994,0,20,1
2011-07-22,23146,6.58,1,2,1
2011-07-22,23147,26.099999999999998,2,18,2
2011-07-22,23152,7.46,0,1,1
2011-07-22,23153,7.5,1,2,1
2011-07-22,23154,29.12,2,14,3
2011-07-22,23156,2.08,1,1,1
2011-07-22,23158,31.17,2,14,3
2011-07-22,23159,29.12,2,14,2
2011-07-22,23160,45.0,1,36,1
2011-07-22,23162,15.0,1,4,1
2011-07-22,23163,19.92,1,8,1
2011-07-22,23165,-1.65,1,-1,1
2011-07-22,23167,-2.49,1,-3,1
2011-07-22,23168,13.16,0,4,1
2011-07-22,23173,97.8,1,12,1
2011-07-22,23175,26.0,1,8,1
2011-07-22,23178,17.34,1,6,1
2011-07-22,23182,12.420000000000002,1,13,2
2011-07-22,23184,10.79,0,1,1
2011-07-22,23186,13.919999999999998,1,48,1
2011-07-22,23188,39.6,1,24,1
2011-07-22,23190,1.65,1,1,1
2011-07-22,23192,8.25,2,5,2
2011-07-22,23197,4.35,1,3,1
2011-07-22,23198,25.04,2,16,3
2011-07-22,23199,41.6,2,20,3
2011-07-22,23200,29.12,1,14,2
2011-07-22,23201,74.88,3,36,4
2011-07-22,23202,58.24,3,28,4
2011-07-22,23203,74.88,2,36,3
2011-07-22,23204,21.96,2,24,3
2011-07-22,23205,27.240000000000002,1,15,2
2011-07-22,23206,33.85,2,15,4
2011-07-22,23207,8.26,1,3,2
2011-07-22,23208,33.0,1,20,1
2011-07-22,23209,49.5,2,30,2
2011-07-22,23217,5.0,0,2,1
2011-07-22,23221,1.63,0,1,1
2011-07-22,23223,1.63,0,1,1
2011-07-22,23225,1.63,0,1,1
2011-07-22,23227,30.0,1,24,1
2011-07-22,23236,34.68,2,12,2
2011-07-22,23238,16.6,1,4,1
2011-07-22,23239,24.9,1,6,1
2011-07-22,23240,29.049999999999997,2,7,2
2011-07-22,23241,12.48,1,6,1
2011-07-22,23243,61.18,2,10,3
2011-07-22,23245,158.17000000000002,4,31,5
2011-07-22,23247,89.64000000000001,1,36,1
2011-07-22,23253,28.26,0,2,1
2011-07-22,23254,37.35,2,9,3
2011-07-22,23255,37.35,2,9,3
2011-07-22,23256,33.2,2,8,2
2011-07-22,23280,0.83,1,1,1
2011-07-22,23281,0.83,1,1,1
2011-07-22,23282,1.66,1,2,1
2011-07-22,23283,-7.95,1,-1,1
2011-07-22,23284,23.85,2,3,2
2011-07-22,23285,1.7,1,2,1
2011-07-22,23286,8.5,2,10,2
2011-07-22,23287,8.5,2,10,2
2011-07-22,23288,8.5,2,10,2
2011-07-22,23289,20.0,2,16,2
2011-07-22,23290,20.0,2,16,2
2011-07-22,23291,20.0,2,16,2
2011-07-22,23292,20.0,2,16,2
2011-07-22,23293,125.3,5,164,6
2011-07-22,23294,11.59,2,12,3
2011-07-22,23295,9.129999999999999,2,11,2
2011-07-22,23296,153.12,3,144,3
2011-07-22,23297,28.049999999999997,2,17,2
2011-07-22,23298,143.55,4,29,4
2011-07-22,23300,6.6,1,4,1
2011-07-22,23301,39.6,3,24,3
2011-07-22,23302,6.6,1,4,1
2011-07-22,23306,17.4,1,12,1
2011-07-22,23307,29.299999999999997,3,52,4
2011-07-22,23308,15.7,1,26,2
2011-07-22,23309,19.4,2,34,3
2011-07-22,23310,15.12,1,36,1
2011-07-22,23317,39.86,1,3,2
2011-07-22,23321,44.55,3,27,3
2011-07-22,23322,17.700000000000003,1,6,1
2011-07-22,23335,2.08,1,1,1
2011-07-22,23343,4.13,0,1,1
2011-07-22,23344,37.35,1,15,2
2011-07-22,23546,10.5,1,25,1
2011-07-22,35599D,5.79,0,1,1
2011-07-22,35649,2.46,0,1,1
2011-07-22,35651,19.8,1,12,1
2011-07-22,35916A,6.93,0,11,1
2011-07-22,35916B,0.63,0,1,1
2011-07-22,35924,22.38,1,12,2
2011-07-22,35965,26.4,0,48,1
2011-07-22,37327,23.28,0,24,1
2011-07-22,37448,2.98,1,2,1
2011-07-22,37495,15.0,1,4,1
2011-07-22,46776B,4.13,0,1,1
2011-07-22,47369B,3.26,0,2,1
2011-07-22,47504K,9.48,1,12,1
2011-07-22,47559B,16.25,2,13,2
2011-07-22,47566,760.57,5,111,7
2011-07-22,47566B,59.400000000000006,2,12,2
2011-07-22,47567B,11.9,1,2,1
2011-07-22,47585A,4.13,0,1,1
2011-07-22,47591D,13.65,2,7,3
2011-07-22,47593B,3.95,1,9,2
2011-07-22,47599A,69.3,2,33,3
2011-07-22,47599B,29.33,2,13,4
2011-07-22,48116,67.5,1,10,1
2011-07-22,48138,15.9,1,2,1
2011-07-22,48173C,67.5,1,10,1
2011-07-22,48184,202.5,2,30,2
2011-07-22,48187,39.75,2,5,2
2011-07-22,48188,15.79,0,1,1
2011-07-22,48194,15.9,1,2,1
2011-07-22,51014A,0.83,0,1,1
2011-07-22,51014C,3.32,0,4,1
2011-07-22,62018,1.95,1,1,1
2011-07-22,71053,30.0,1,8,1
2011-07-22,71459,26.56,0,16,1
2011-07-22,72127,0.0,0,-53,1
2011-07-22,72598,6.52,0,4,1
2011-07-22,72741,26.1,1,18,1
2011-07-22,72799E,3.29,0,1,1
2011-07-22,72800E,3.29,0,1,1
2011-07-22,72802B,12.75,1,3,1
2011-07-22,72802C,21.04,1,4,2
2011-07-22,72807A,8.5,1,2,1
2011-07-22,72807B,8.5,1,2,1
2011-07-22,72807C,8.5,2,2,2
2011-07-22,79190A,0.83,0,1,1
2011-07-22,79321,143.72,1,26,2
2011-07-22,82001S,81.36,1,24,1
2011-07-22,82482,72.78,3,26,4
2011-07-22,82484,47.7,1,6,1
2011-07-22,82494L,70.80000000000001,3,24,3
2011-07-22,82551,2.9,1,2,1
2011-07-22,82552,2.9,1,2,1
2011-07-22,82567,13.04,0,8,1
2011-07-22,82578,1.1,1,2,1
2011-07-22,82580,1.1,1,2,1
2011-07-22,82581,1.1,1,2,1
2011-07-22,82582,54.53000000000001,1,25,2
2011-07-22,82583,4.96,0,1,1
2011-07-22,82600,88.80000000000001,1,48,1
2011-07-22,84029E,7.46,0,1,1
2011-07-22,84031A,4.13,0,1,1
2011-07-22,84031B,4.13,0,1,1
2011-07-22,84032A,9.87,0,3,1
2011-07-22,84050,90.0,1,72,1
2011-07-22,84077,29.58,1,102,3
2011-07-22,84212,3.9,1,6,1
2011-07-22,84356,5.79,0,1,1
2011-07-22,84406B,8.3,1,2,1
2011-07-22,84508A,5.1,1,2,1
2011-07-22,84509A,36.19,0,11,1
2011-07-22,84509C,6.58,0,2,1
2011-07-22,84510A,7.38,0,3,1
2011-07-22,84522,1.63,0,1,1
2011-07-22,84535B,0.65,1,1,1
2011-07-22,84536A,5.88,0,14,1
2011-07-22,84536B,3.36,0,8,1
2011-07-22,84559A,0.79,0,1,1
2011-07-22,84568,3.36,0,8,1
2011-07-22,84569A,0.83,0,1,1
2011-07-22,84580,15.379999999999999,1,4,3
2011-07-22,84596B,5.81,0,7,1
2011-07-22,84596F,3.33,1,5,2
2011-07-22,84596G,4.16,1,6,2
2011-07-22,84596L,3.32,0,4,1
2011-07-22,84659A,2.46,0,1,1
2011-07-22,84673A,1.58,0,2,1
2011-07-22,84673B,1.58,0,2,1
2011-07-22,84692,34.41,3,79,4
2011-07-22,84748,9.84,0,4,1
2011-07-22,84755,20.8,1,32,1
2011-07-22,84796A,16.58,0,2,1
2011-07-22,84796B,8.29,0,1,1
2011-07-22,84828,15.0,1,12,1
2011-07-22,84859A,23.4,1,12,1
2011-07-22,84876B,32.46,1,25,2
2011-07-22,84876D,30.0,1,24,1
2011-07-22,84877B,30.0,1,24,1
2011-07-22,84877D,30.0,1,24,1
2011-07-22,84879,94.64,3,56,3
2011-07-22,84907,0.0,0,-3,1
2011-07-22,84912A,3.29,0,1,1
2011-07-22,84912B,3.29,0,1,1
2011-07-22,84920,23.03,0,7,1
2011-07-22,84945,10.2,1,12,1
2011-07-22,84946,70.0,1,56,2
2011-07-22,84947,15.0,1,12,1
2011-07-22,84951A,2.46,0,1,1
2011-07-22,84969,9.87,0,3,1
2011-07-22,84970L,7.6,1,8,1
2011-07-22,84971S,1.63,0,1,1
2011-07-22,84978,12.3,0,5,1
2011-07-22,84991,27.65,2,49,3
2011-07-22,84997A,24.87,0,3,1
2011-07-22,84997B,24.87,0,3,1
2011-07-22,84997C,24.87,0,3,1
2011-07-22,85015,15.6,1,24,1
2011-07-22,85017B,1.66,0,2,1
2011-07-22,85019B,2.46,0,1,1
2011-07-22,85024C,-1.65,1,-1,1
2011-07-22,85025C,-1.65,1,-1,1
