m,CustomerID,revenue,cnt_cus,cnt_pro
2011-07-01,15380,352.46,16,138
2011-07-01,15402,185.78,14,263
2011-07-01,15416,859.95,44,389
2011-07-01,15438,156.57999999999998,25,59
2011-07-01,15440,111.86,12,47
2011-07-01,15453,139.98,31,82
2011-07-01,15462,64.8,2,48
2011-07-01,15465,639.62,9,114
2011-07-01,15467,402.56,36,235
2011-07-01,15483,118.96,27,150
2011-07-01,15493,345.7,49,97
2011-07-01,15505,944.1600000000001,26,630
2011-07-01,15506,209.35,45,146
2011-07-01,15512,19.8,1,12
2011-07-01,15513,1611.11,38,861
2011-07-01,15518,401.11,47,277
2011-07-01,15521,449.2,26,465
2011-07-01,15527,166.65,13,81
2011-07-01,15529,466.87,88,429
2011-07-01,15530,177.85,16,49
2011-07-01,15532,319.85,60,104
2011-07-01,15544,368.51,25,237
2011-07-01,15549,689.58,41,262
2011-07-01,15555,433.22,92,557
2011-07-01,15561,183.92,9,44
2011-07-01,15569,597.61,20,292
2011-07-01,15570,301.26,21,202
2011-07-01,15577,229.23,35,82
2011-07-01,15581,67.79,22,24
2011-07-01,15587,111.96000000000001,2,36
2011-07-01,15615,-8.5,1,-1
2011-07-01,15618,222.831,12,100
2011-07-01,15623,301.03000000000003,19,125
2011-07-01,15624,208.63,13,215
2011-07-01,15632,385.57,15,207
2011-07-01,15639,425.32,25,323
2011-07-01,15640,649.46,29,520
2011-07-01,15646,107.60000000000001,7,24
2011-07-01,15660,145.32,11,148
2011-07-01,15673,318.66,14,200
2011-07-01,15675,180.39000000000001,13,449
2011-07-01,15679,82.04,9,186
2011-07-01,15704,786.3000000000001,43,366
2011-07-01,15708,613.83,46,230
2011-07-01,15713,185.55,10,91
2011-07-01,15716,216.37,25,96
2011-07-01,15719,431.6,69,254
2011-07-01,15727,470.95,30,372
2011-07-01,15737,168.20000000000002,10,74
2011-07-01,15738,302.20000000000005,9,260
2011-07-01,15746,182.96,28,130
2011-07-01,15752,243.25,56,210
2011-07-01,15756,115.72,48,61
2011-07-01,15769,2430.0,7,1272
2011-07-01,15776,241.62,18,138
2011-07-01,15781,116.05000000000001,6,35
2011-07-01,15785,335.43,10,257
2011-07-01,15795,610.01,42,581
2011-07-01,15802,-451.42,1,-1
2011-07-01,15804,519.04,31,214
2011-07-01,15806,221.52,7,139
2011-07-01,15812,533.0200000000001,5,142
2011-07-01,15815,480.62,21,446
2011-07-01,15819,408.33,24,225
2011-07-01,15827,237.34,15,126
2011-07-01,15829,325.44,26,420
2011-07-01,15835,187.20000000000002,9,90
2011-07-01,15839,299.18,20,234
2011-07-01,15845,553.52,21,352
2011-07-01,15854,356.0,5,62
2011-07-01,15855,237.55,21,151
2011-07-01,15856,841.3,44,731
2011-07-01,15860,120.23,14,36
2011-07-01,15861,407.52,89,315
2011-07-01,15867,566.13,48,241
2011-07-01,15889,148.95,25,66
2011-07-01,15895,179.17,11,94
2011-07-01,15901,110.49,24,209
2011-07-01,15906,114.55,6,17
2011-07-01,15920,167.5,53,99
2011-07-01,15939,390.98,8,266
2011-07-01,15942,337.44,14,232
2011-07-01,15952,95.15,12,21
2011-07-01,15971,731.9,5,245
2011-07-01,15974,492.28,19,226
2011-07-01,15981,397.2,13,196
2011-07-01,15985,-105.0,1,-250
2011-07-01,15987,287.29,52,183
2011-07-01,16003,39.2,4,14
2011-07-01,16009,462.19,55,208
2011-07-01,16011,147.18,9,108
2011-07-01,16012,365.05,24,219
2011-07-01,16013,1254.24,6,640
2011-07-01,16014,267.0,71,123
2011-07-01,16019,462.75,28,309
2011-07-01,16027,150.85,5,195
2011-07-01,16029,2124.48,11,1023
2011-07-01,16033,647.89,80,225
2011-07-01,16040,453.75,24,224
2011-07-01,16041,2739.8,5,1044
2011-07-01,16054,783.9,70,380
2011-07-01,16062,199.96,22,317
2011-07-01,16076,325.47,21,309
2011-07-01,16091,157.81,8,71
2011-07-01,16098,289.95,8,67
2011-07-01,16099,273.8,13,156
2011-07-01,16103,351.14,8,126
2011-07-01,16107,318.8,3,88
2011-07-01,16112,59.599999999999994,6,232
2011-07-01,16128,306.4,18,192
2011-07-01,16133,768.24,18,608
2011-07-01,16145,299.82,20,311
2011-07-01,16146,75.0,1,60
2011-07-01,16147,375.0,22,246
2011-07-01,16149,163.68,11,168
2011-07-01,16156,342.3,21,213
2011-07-01,16161,426.15,27,197
2011-07-01,16168,391.81,10,279
2011-07-01,16170,305.0,21,542
2011-07-01,16174,705.35,18,391
2011-07-01,16178,197.9,8,94
2011-07-01,16180,1885.1,24,1104
2011-07-01,16184,116.93,3,71
2011-07-01,16186,594.04,33,518
2011-07-01,16188,189.26,13,206
2011-07-01,16203,60.0,4,16
2011-07-01,16218,452.0,6,340
2011-07-01,16224,322.67,22,313
2011-07-01,16225,353.08,56,198
2011-07-01,16232,358.57,12,207
2011-07-01,16241,196.28,71,93
2011-07-01,16249,331.74,18,197
2011-07-01,16255,730.47,75,538
2011-07-01,16258,1152.8,27,1323
2011-07-01,16265,750.9,34,346
2011-07-01,16266,161.9,8,114
2011-07-01,16271,454.44,41,356
2011-07-01,16283,194.66,32,233
2011-07-01,16305,361.22,22,256
2011-07-01,16316,19.92,2,24
2011-07-01,16317,462.58,24,256
2011-07-01,16325,225.20000000000002,8,58
2011-07-01,16326,155.34,15,29
2011-07-01,16332,307.97,19,157
2011-07-01,16338,214.8,11,94
2011-07-01,16342,89.26,4,76
2011-07-01,16344,101.10000000000001,1,18
2011-07-01,16353,664.83,16,213
2011-07-01,16364,347.55,28,115
2011-07-01,16365,319.25,21,78
2011-07-01,16385,126.62,18,85
2011-07-01,16393,509.83,50,329
2011-07-01,16398,481.09999999999997,19,244
2011-07-01,16401,477.45,34,479
2011-07-01,16407,265.87,23,149
2011-07-01,16409,235.71,41,142
2011-07-01,16422,2744.54,17,2210
2011-07-01,16447,259.01,34,223
2011-07-01,16450,311.92,11,200
2011-07-01,16458,185.0,11,116
2011-07-01,16464,385.0,88,316
2011-07-01,16474,355.57,82,204
2011-07-01,16475,91.4,4,92
2011-07-01,16477,446.75,24,229
2011-07-01,16488,212.46,11,166
2011-07-01,16498,-5.1,2,0
2011-07-01,16511,241.95,38,151
2011-07-01,16515,365.28,18,241
2011-07-01,16523,799.25,15,343
2011-07-01,16525,985.36,13,828
2011-07-01,16532,2606.4,2,1056
2011-07-01,16550,-3.65,2,-3
2011-07-01,16557,101.15,6,13
2011-07-01,16558,384.19,30,458
2011-07-01,16570,-62.8,3,-56
2011-07-01,16571,-37.96,9,-36
2011-07-01,16572,289.8,17,152
2011-07-01,16581,-35.400000000000006,2,-12
2011-07-01,16589,117.68,9,112
2011-07-01,16592,693.35,45,629
2011-07-01,16607,421.7,27,431
2011-07-01,16609,722.42,41,422
2011-07-01,16616,210.10000000000002,11,110
2011-07-01,16621,118.71,5,45
2011-07-01,16626,123.15,7,81
2011-07-01,16628,410.63,26,234
2011-07-01,16654,64.02,5,62
2011-07-01,16655,638.19,77,523
2011-07-01,16656,1697.44,8,1890
2011-07-01,16657,203.56,56,205
2011-07-01,16668,19.5,1,6
2011-07-01,16672,585.0,5,186
2011-07-01,16678,236.94,19,322
2011-07-01,16681,456.84000000000003,9,316
2011-07-01,16682,100.8,4,48
2011-07-01,16684,8807.56,37,5856
2011-07-01,16696,99.0,1,20
2011-07-01,16700,433.33,31,404
2011-07-01,16701,923.09,30,1256
2011-07-01,16705,1562.19,33,477
2011-07-01,16710,206.25,40,296
2011-07-01,16711,311.07,7,149
2011-07-01,16713,460.14,32,371
2011-07-01,16717,-530.47,31,-287
2011-07-01,16719,308.2,32,186
2011-07-01,16722,685.74,26,983
2011-07-01,16729,1115.35,51,830
2011-07-01,16743,457.37,52,431
2011-07-01,16744,131.73,27,99
2011-07-01,16745,513.48,25,408
2011-07-01,16746,884.13,65,495
2011-07-01,16750,199.04,32,75
2011-07-01,16762,314.15000000000003,13,143
2011-07-01,16764,349.64,92,170
2011-07-01,16767,618.5,29,502
2011-07-01,16774,160.8,11,56
2011-07-01,16775,258.77,23,67
2011-07-01,16779,647.96,19,325
2011-07-01,16782,288.15000000000003,15,95
2011-07-01,16794,222.13,51,263
2011-07-01,16807,469.76,30,299
2011-07-01,16809,127.61,26,95
2011-07-01,16813,435.98,86,621
2011-07-01,16814,300.03000000000003,17,154
2011-07-01,16816,47.24,5,60
2011-07-01,16818,506.92,26,314
2011-07-01,16829,197.22,11,99
2011-07-01,16837,97.0,4,20
2011-07-01,16839,2132.82,30,1130
2011-07-01,16841,317.82,25,674
2011-07-01,16842,346.38,16,179
2011-07-01,16843,1629.68,66,2564
2011-07-01,16859,433.77,34,449
2011-07-01,16861,70.80000000000001,2,24
2011-07-01,16866,207.74,10,60
2011-07-01,16875,320.66,13,94
2011-07-01,16877,111.23,24,69
2011-07-01,16880,269.49,40,135
2011-07-01,16891,205.66,31,66
2011-07-01,16899,162.63,27,86
2011-07-01,16904,187.39,30,73
2011-07-01,16907,127.88,20,50
2011-07-01,16912,392.72,14,112
2011-07-01,16918,247.25,22,158
2011-07-01,16919,215.74,27,173
2011-07-01,16923,391.52,32,214
2011-07-01,16928,119.05,11,93
2011-07-01,16929,229.14,15,200
2011-07-01,16931,656.63,109,474
2011-07-01,16942,371.24,40,189
2011-07-01,16945,308.71000000000004,18,158
2011-07-01,16948,194.48,9,1368
2011-07-01,16951,223.96,16,252
2011-07-01,16969,81.6,5,352
2011-07-01,16979,208.5,8,42
2011-07-01,16985,663.18,12,206
2011-07-01,16989,857.7,7,1066
2011-07-01,16998,7.42,2,1
2011-07-01,17007,112.71000000000001,7,59
2011-07-01,17017,-27.979999999999997,3,-10
2011-07-01,17024,31.25,1,25
2011-07-01,17031,225.95,13,125
2011-07-01,17040,449.73,15,181
2011-07-01,17042,185.51,15,223
2011-07-01,17045,108.4,5,34
2011-07-01,17046,642.02,22,510
2011-07-01,17049,686.6700000000001,41,290
2011-07-01,17054,286.0,19,193
2011-07-01,17061,329.3,4,86
2011-07-01,17063,-25.0,1,-4
2011-07-01,17065,-112.35,1,-1
2011-07-01,17068,405.15,18,213
2011-07-01,17069,412.58,24,239
2011-07-01,17071,358.4,18,120
2011-07-01,17096,285.6,14,60
2011-07-01,17105,346.38,52,334
2011-07-01,17107,2215.25,64,581
2011-07-01,17114,112.0,13,20
2011-07-01,17123,345.3,9,246
2011-07-01,17126,486.53,109,519
2011-07-01,17160,1038.06,43,914
2011-07-01,17162,298.38,17,176
2011-07-01,17164,327.2,20,200
2011-07-01,17173,462.78,12,116
2011-07-01,17175,298.18,16,129
2011-07-01,17213,843.0600000000001,41,435
2011-07-01,17220,371.1,62,313
2011-07-01,17229,157.71,32,108
2011-07-01,17238,411.73,75,227
2011-07-01,17243,437.02,31,190
2011-07-01,17259,221.73000000000002,34,135
2011-07-01,17265,178.81,46,177
2011-07-01,17266,113.06,17,27
2011-07-01,17268,35.0,2,28
2011-07-01,17287,202.07,27,110
2011-07-01,17293,235.82,15,150
2011-07-01,17306,1037.44,5,1172
2011-07-01,17312,644.3,11,372
2011-07-01,17314,202.87,8,129
2011-07-01,17315,586.82,29,298
2011-07-01,17337,24.0,3,24
2011-07-01,17338,596.23,75,332
2011-07-01,17340,1195.1200000000001,47,466
2011-07-01,17341,267.76,21,198
2011-07-01,17353,870.0,4,600
2011-07-01,17364,531.96,30,254
2011-07-01,17373,142.05,11,111
2011-07-01,17381,1484.98,8,1973
2011-07-01,17388,189.82999999999998,11,59
2011-07-01,17389,1996.05,20,257
2011-07-01,17396,4404.3,15,999
2011-07-01,17404,6458.68,39,5809
2011-07-01,17405,393.31,41,334
2011-07-01,17419,614.2,29,241
2011-07-01,17422,264.06,19,288
2011-07-01,17428,345.65,13,259
2011-07-01,17440,53.650000000000006,2,73
2011-07-01,17444,1768.58,78,1027
2011-07-01,17448,-4287.63,1,-1
2011-07-01,17450,8485.14,16,3458
2011-07-01,17464,289.96000000000004,9,220
2011-07-01,17469,412.8,23,180
2011-07-01,17483,119.64,6,48
2011-07-01,17491,335.45,17,113
2011-07-01,17505,658.85,26,287
2011-07-01,17511,7572.52,83,4726
2011-07-01,17512,238.9,13,290
2011-07-01,17519,331.90000000000003,12,330
2011-07-01,17522,124.71,8,183
2011-07-01,17554,772.43,49,747
2011-07-01,17560,219.78,6,164
2011-07-01,17562,109.0,6,90
2011-07-01,17567,461.08,7,364
2011-07-01,17571,201.25,28,236
2011-07-01,17576,263.38,31,164
2011-07-01,17579,106.45000000000002,6,39
2011-07-01,17581,347.96,24,407
2011-07-01,17589,631.65,55,489
2011-07-01,17593,732.0,31,670
2011-07-01,17596,449.87,42,770
2011-07-01,17603,-1000.3700000000001,1,-2
2011-07-01,17611,285.83,52,137
2011-07-01,17612,363.16,14,260
2011-07-01,17625,685.1,98,465
2011-07-01,17631,113.95,8,93
2011-07-01,17644,356.45,11,159
2011-07-01,17649,861.74,52,398
2011-07-01,17651,424.64,23,203
2011-07-01,17652,362.49,21,203
2011-07-01,17660,196.0,37,130
2011-07-01,17663,225.72,10,80
2011-07-01,17667,394.34000000000003,21,182
2011-07-01,17671,127.74000000000001,16,109
2011-07-01,17675,2305.86,86,881
2011-07-01,17677,1691.7,31,1014
2011-07-01,17682,362.82,19,166
2011-07-01,17693,187.02,16,229
2011-07-01,17694,283.12,15,184
2011-07-01,17695,411.74,17,421
2011-07-01,17696,756.87,40,440
2011-07-01,17703,229.14,17,178
2011-07-01,17705,302.5,18,188
2011-07-01,17706,2635.21,100,1104
2011-07-01,17719,599.68,19,176
2011-07-01,17723,830.0000000000001,1,200
2011-07-01,17724,373.1,11,78
2011-07-01,17725,307.5,18,208
2011-07-01,17734,427.23,24,277
2011-07-01,17735,1490.99,56,876
2011-07-01,17738,775.87,35,417
2011-07-01,17750,516.06,45,1304
2011-07-01,17754,310.82,13,496
2011-07-01,17757,150.75,23,64
2011-07-01,17758,381.37,66,242
2011-07-01,17765,109.33,12,40
2011-07-01,17769,319.85,24,228
2011-07-01,17774,394.88,55,219
2011-07-01,17779,323.09,34,248
2011-07-01,17781,86.02,10,26
2011-07-01,17787,149.02,15,67
2011-07-01,17790,261.28000000000003,29,146
2011-07-01,17800,240.65,22,152
2011-07-01,17809,-717.23,1,-1
2011-07-01,17811,254.14,30,180
2011-07-01,17837,240.76000000000002,18,73
2011-07-01,17841,4089.12,455,2597
2011-07-01,17848,139.95,7,17
2011-07-01,17861,801.99,92,676
2011-07-01,17863,413.38,22,499
2011-07-01,17865,831.34,29,330
2011-07-01,17866,325.7,9,173
2011-07-01,17867,353.43,3,81
2011-07-01,17870,169.91,53,141
2011-07-01,17888,2.6645352591003757e-15,13,0
2011-07-01,17892,142.1,26,69
2011-07-01,17899,155.8,29,171
2011-07-01,17905,224.84,5,110
2011-07-01,17920,633.95,124,426
2011-07-01,17921,159.3,32,87
2011-07-01,17926,185.56,10,172
2011-07-01,17931,111.16000000000001,15,85
2011-07-01,17935,145.79,28,82
2011-07-01,17939,99.14,12,40
2011-07-01,17948,358.56000000000006,1,144
2011-07-01,17949,11590.58,10,2865
2011-07-01,17961,184.04,30,111
2011-07-01,17962,102.83,33,128
2011-07-01,17965,423.89,57,349
2011-07-01,17966,310.93,49,496
2011-07-01,17975,630.07,67,271
2011-07-01,17984,152.68,48,98
2011-07-01,17988,13.370000000000001,4,4
2011-07-01,17997,954.1899999999999,57,1240
2011-07-01,18013,187.29,31,285
2011-07-01,18024,236.77999999999997,21,148
2011-07-01,18037,9.2,2,2
2011-07-01,18041,109.01,23,50
2011-07-01,18061,213.70000000000002,5,42
2011-07-01,18064,406.0,5,224
2011-07-01,18072,-247.44,17,-242
2011-07-01,18073,887.46,10,779
2011-07-01,18075,-18.28,3,-4
2011-07-01,18081,113.25000000000001,7,31
2011-07-01,18087,-244.79999999999998,3,-288
2011-07-01,18094,625.1,18,290
2011-07-01,18101,110.23,13,25
2011-07-01,18102,19889.16,15,5483
2011-07-01,18109,544.8199999999999,19,507
2011-07-01,18118,136.68,53,63
2011-07-01,18121,673.1,28,450
2011-07-01,18122,119.19,23,69
2011-07-01,18127,139.6,8,28
2011-07-01,18142,734.52,6,982
2011-07-01,18143,480.18,29,308
2011-07-01,18144,202.1,3,93
2011-07-01,18146,83.7,6,126
2011-07-01,18150,185.7,12,96
2011-07-01,18151,340.8,21,244
2011-07-01,18161,224.94,9,70
2011-07-01,18171,-4.95,1,-1
2011-07-01,18172,589.72,12,292
2011-07-01,18177,324.17,17,181
2011-07-01,18180,601.85,42,553
2011-07-01,18193,-9.95,1,-1
2011-07-01,18198,221.3,11,31
2011-07-01,18203,160.42000000000002,19,43
2011-07-01,18211,130.8,7,96
2011-07-01,18219,185.85000000000002,11,75
2011-07-01,18223,456.42,14,170
2011-07-01,18225,488.40000000000003,28,301
2011-07-01,18226,983.89,37,613
2011-07-01,18229,748.42,18,318
2011-07-01,18232,129.64000000000001,8,107
2011-07-01,18236,171.45,9,82
2011-07-01,18237,323.38,19,166
2011-07-01,18241,165.0,10,108
2011-07-01,18245,366.52,28,305
2011-07-01,18262,149.48,13,182
2011-07-01,18263,503.8,30,720
2011-07-01,18265,488.55,29,224
2011-07-01,18268,0.0,1,0
2011-07-01,18272,753.66,37,392
2011-07-01,18283,143.19,54,102
2011-08-01,12347,584.91,22,277
2011-08-01,12360,534.7,30,240
2011-08-01,12362,451.35,30,332
2011-08-01,12363,252.9,7,126
2011-08-01,12364,623.92,34,555
2011-08-01,12378,4008.62,219,2529
2011-08-01,12381,1227.39,62,543
2011-08-01,12384,292.69,14,62
2011-08-01,12395,165.95000000000002,7,35
2011-08-01,12399,209.62,12,175
2011-08-01,12406,-134.55,3,-9
2011-08-01,12409,-4.95,1,-1
2011-08-01,12415,21880.44,97,12196
2011-08-01,12417,918.25,54,534
2011-08-01,12418,668.58,34,407
2011-08-01,12421,231.76,11,158
2011-08-01,12423,198.98,12,149
2011-08-01,12428,600.19,24,384
2011-08-01,12431,608.76,10,374
2011-08-01,12444,757.0699999999999,15,68
2011-08-01,12449,777.95,39,267
2011-08-01,12455,78.56,5,33
2011-08-01,12456,-27.15,4,-17
2011-08-01,12457,-9.75,1,-5
2011-08-01,12464,190.1,4,14
2011-08-01,12471,1740.82,34,856
2011-08-01,12473,514.06,30,321
2011-08-01,12476,-38.050000000000004,5,-10
2011-08-01,12477,4251.71,91,1148
2011-08-01,12484,1386.49,118,805
2011-08-01,12490,424.06,19,201
2011-08-01,12492,126.39000000000001,9,69
2011-08-01,12500,378.0,5,289
2011-08-01,12502,788.87,31,152
2011-08-01,12513,612.29,35,462
2011-08-01,12517,771.75,50,421
2011-08-01,12518,324.83,18,187
2011-08-01,12523,312.81,16,141
2011-08-01,12528,229.0,9,47
2011-08-01,12530,378.0,19,260
2011-08-01,12534,1089.18,63,651
2011-08-01,12540,509.34000000000003,18,317
2011-08-01,12553,400.22,22,236
2011-08-01,12560,111.38,7,-24
2011-08-01,12562,650.0,29,323
2011-08-01,12567,851.06,39,406
2011-08-01,12569,297.03,11,87
2011-08-01,12571,248.35,14,197
2011-08-01,12583,243.1,11,171
2011-08-01,12584,-31.849999999999998,4,-5
2011-08-01,12593,182.1,9,106
2011-08-01,12594,721.95,22,521
2011-08-01,12599,180.3,6,163
2011-08-01,12600,275.37,9,101
2011-08-01,12610,1244.7,68,612
2011-08-01,12619,378.12,11,462
2011-08-01,12621,1594.81,79,853
2011-08-01,12624,341.19,19,147
2011-08-01,12626,1526.1,63,772
2011-08-01,12627,1140.55,63,590
2011-08-01,12633,219.20000000000002,14,137
2011-08-01,12641,185.9,10,72
2011-08-01,12642,366.45,24,277
2011-08-01,12643,1202.22,8,699
2011-08-01,12644,477.90999999999997,31,325
2011-08-01,12645,511.96000000000004,23,350
2011-08-01,12647,307.8,4,134
2011-08-01,12649,248.51000000000002,14,382
2011-08-01,12656,1139.37,38,597
2011-08-01,12662,383.92,19,178
2011-08-01,12676,169.10000000000002,6,83
2011-08-01,12678,1475.44,11,821
2011-08-01,12680,311.78,20,230
2011-08-01,12682,1134.08,44,508
2011-08-01,12683,1130.95,48,694
2011-08-01,12688,4873.81,171,3028
2011-08-01,12689,511.03000000000003,34,281
2011-08-01,12693,215.19,7,33
2011-08-01,12695,244.65,13,139
2011-08-01,12697,-9.9,1,-6
2011-08-01,12704,771.36,32,308
2011-08-01,12708,403.83000000000004,21,133
2011-08-01,12709,-36.050000000000004,4,-15
2011-08-01,12712,242.15,10,110
2011-08-01,12714,1114.52,69,790
2011-08-01,12715,353.86,20,197
2011-08-01,12720,328.44,19,247
2011-08-01,12722,626.73,31,403
2011-08-01,12729,453.01,26,233
2011-08-01,12747,301.70000000000005,7,62
2011-08-01,12748,659.42,129,293
2011-08-01,12749,1750.45,84,783
2011-08-01,12750,275.88,15,137
2011-08-01,12753,-49.79,8,-27
2011-08-01,12757,-15.0,1,-12
2011-08-01,12758,1221.4,41,1026
2011-08-01,12814,125.92,2,49
2011-08-01,12823,229.5,1,30
2011-08-01,12828,338.2,19,132
2011-08-01,12839,330.44,20,218
2011-08-01,12841,273.77,24,201
2011-08-01,12844,174.88,27,77
2011-08-01,12853,-53.0,2,-12
2011-08-01,12865,981.38,58,550
2011-08-01,12877,100.4,13,140
2011-08-01,12885,628.4,39,345
2011-08-01,12901,738.72,6,1120
2011-08-01,12917,594.0,2,120
2011-08-01,12919,182.65,4,63
2011-08-01,12921,645.9,35,464
2011-08-01,12929,-12.75,1,-1
2011-08-01,12931,21149.05,24,14435
2011-08-01,12935,316.02,19,322
2011-08-01,12948,526.45,32,408
2011-08-01,12949,1198.72,60,769
2011-08-01,12955,-17.0,1,-20
2011-08-01,12962,170.54,11,78
2011-08-01,12968,135.95,5,73
2011-08-01,12971,715.1600000000001,16,584
2011-08-01,12991,303.56,22,361
2011-08-01,12993,197.1,12,112
2011-08-01,12994,256.87,19,125
2011-08-01,13000,76.32000000000001,1,72
2011-08-01,13003,60.0,1,48
2011-08-01,13004,328.07,23,231
2011-08-01,13013,449.66,25,176
2011-08-01,13014,233.7,13,94
2011-08-01,13016,425.25,28,315
2011-08-01,13018,251.96,18,274
2011-08-01,13023,336.4,20,159
2011-08-01,13027,1536.0,5,3840
2011-08-01,13047,440.43,26,303
2011-08-01,13048,405.13,29,286
2011-08-01,13050,700.38,40,405
2011-08-01,13069,185.97,19,150
2011-08-01,13075,919.61,22,485
2011-08-01,13078,1090.8600000000001,34,522
2011-08-01,13081,-39.7,7,-35
2011-08-01,13082,90.0,4,24
2011-08-01,13089,3566.0,125,2314
2011-08-01,13090,-33.15,2,-39
2011-08-01,13094,228.95999999999998,2,216
2011-08-01,13097,641.85,55,192
2011-08-01,13098,2660.2,44,1746
2011-08-01,13106,-17.0,1,-4
2011-08-01,13113,1143.04,22,339
2011-08-01,13116,-15.95,1,-1
2011-08-01,13117,90.4,7,92
2011-08-01,13137,292.52,65,195
2011-08-01,13139,540.9200000000001,16,268
2011-08-01,13140,264.21,26,111
2011-08-01,13145,118.8,1,24
2011-08-01,13148,-40.95,4,-6
2011-08-01,13149,249.72,16,326
2011-08-01,13158,305.34000000000003,17,190
2011-08-01,13159,793.49,75,614
2011-08-01,13162,382.85,19,317
2011-08-01,13167,174.64,23,80
2011-08-01,13183,211.96,20,174
2011-08-01,13184,189.45,23,225
2011-08-01,13186,952.1400000000001,51,344
2011-08-01,13189,127.0,18,526
2011-08-01,13198,489.86,32,388
2011-08-01,13199,202.07999999999998,5,144
2011-08-01,13200,319.32,14,249
2011-08-01,13203,144.15,10,129
2011-08-01,13209,579.11,43,519
2011-08-01,13213,412.35,18,153
2011-08-01,13217,-344.94,2,-126
2011-08-01,13218,62.64,5,88
2011-08-01,13236,439.23,21,168
2011-08-01,13242,166.4,8,80
2011-08-01,13248,78.21000000000001,5,54
2011-08-01,13263,584.99,102,294
2011-08-01,13266,331.2,15,311
2011-08-01,13267,313.35,14,145
2011-08-01,13269,315.68,15,295
2011-08-01,13273,138.98,16,153
2011-08-01,13277,50.0,2,40
2011-08-01,13280,115.5,7,70
2011-08-01,13301,137.19,16,75
2011-08-01,13305,194.55,8,77
2011-08-01,13307,15.0,1,4
2011-08-01,13319,339.03000000000003,19,210
2011-08-01,13320,472.54,34,361
2011-08-01,13327,382.3,7,190
2011-08-01,13340,957.24,7,924
2011-08-01,13355,674.7,32,314
2011-08-01,13381,680.24,31,322
2011-08-01,13384,564.49,21,391
2011-08-01,13388,-49.95,1,-1
2011-08-01,13394,306.86,20,350
2011-08-01,13397,247.72,2,58
2011-08-01,13402,312.95,22,289
2011-08-01,13408,1944.55,39,1203
2011-08-01,13411,213.55,17,72
2011-08-01,13418,263.19,15,298
2011-08-01,13425,449.56,24,321
2011-08-01,13427,250.35999999999999,14,301
2011-08-01,13435,644.4,12,484
2011-08-01,13437,362.52000000000004,19,131
2011-08-01,13450,302.28,8,268
2011-08-01,13451,811.01,112,659
2011-08-01,13466,-9.95,1,-1
2011-08-01,13468,228.47,13,101
2011-08-01,13470,115.5,7,70
2011-08-01,13481,382.34000000000003,22,225
2011-08-01,13486,617.45,37,389
2011-08-01,13488,642.36,30,383
2011-08-01,13489,162.48000000000002,3,168
2011-08-01,13500,326.40000000000003,20,128
2011-08-01,13505,-29.250000000000004,3,-11
2011-08-01,13507,394.09000000000003,26,289
2011-08-01,13513,205.1,10,109
2011-08-01,13515,188.4,13,166
2011-08-01,13517,494.72,33,258
2011-08-01,13520,-16.6,1,-4
2011-08-01,13524,161.16000000000003,6,57
2011-08-01,13527,780.78,79,1060
2011-08-01,13534,314.48,22,143
2011-08-01,13538,176.85000000000002,5,23
2011-08-01,13552,483.82,14,240
2011-08-01,13571,167.26,31,167
2011-08-01,13576,328.65000000000003,3,107
2011-08-01,13588,449.21,37,417
2011-08-01,13593,645.83,36,238
2011-08-01,13610,128.45000000000002,34,54
2011-08-01,13617,234.59,15,75
2011-08-01,13621,213.85,19,343
2011-08-01,13630,301.92,4,258
2011-08-01,13634,158.36,20,98
2011-08-01,13636,105.1,6,36
2011-08-01,13644,851.09,48,659
2011-08-01,13645,252.1,5,158
2011-08-01,13655,549.32,35,490
2011-08-01,13668,431.11,32,345
2011-08-01,13694,9493.19,80,7730
2011-08-01,13695,401.03,10,318
2011-08-01,13709,1340.79,81,957
2011-08-01,13717,201.77,15,339
2011-08-01,13720,247.35,13,101
2011-08-01,13722,-6.25,1,-1
2011-08-01,13726,292.68,23,384
2011-08-01,13728,161.94,10,90
2011-08-01,13743,283.2,8,432
2011-08-01,13752,204.15,10,83
2011-08-01,13756,321.5,12,398
2011-08-01,13767,1251.42,22,519
2011-08-01,13769,270.48,14,92
2011-08-01,13777,326.22,9,138
2011-08-01,13778,178.7,9,70
2011-08-01,13782,126.63,15,30
2011-08-01,13784,336.24,3,88
2011-08-01,13791,579.0,4,500
2011-08-01,13798,2032.82,18,1514
2011-08-01,13799,347.15999999999997,23,216
2011-08-01,13805,500.24,6,728
2011-08-01,13812,278.74,20,191
2011-08-01,13813,-13.45,2,-2
2011-08-01,13838,241.48,60,86
2011-08-01,13850,1595.48,93,944
2011-08-01,13851,1106.96,52,873
2011-08-01,13854,322.32,4,40
2011-08-01,13862,327.93,21,234
2011-08-01,13869,1519.99,163,993
2011-08-01,13870,812.16,16,340
2011-08-01,13871,430.35,25,151
2011-08-01,13873,159.20000000000002,9,74
2011-08-01,13881,1187.74,12,858
2011-08-01,13888,366.11,20,180
2011-08-01,13890,310.76,19,178
2011-08-01,13901,442.89,23,383
2011-08-01,13908,630.5,24,361
2011-08-01,13919,213.15,16,338
2011-08-01,13925,67.08,8,52
2011-08-01,13928,121.25,8,67
2011-08-01,13933,307.8,9,92
2011-08-01,13939,205.71,22,455
2011-08-01,13940,172.44,12,140
2011-08-01,13953,354.36,8,248
2011-08-01,13969,1008.15,93,490
